4,"CAH","United States of America  CARMEL","22102","United States of America  Valley"
2,"CAH","United States of America  CARMEL","22136","United States of America  Carver"
4,"CAH","United States of America  CARMEL","22137","United States of America  Cass"
4,"CAH","United States of America  CARMEL","22157","United States of America  Gage"
4,"CAH","United States of America  CARMEL","22187","United States of America  Waller"
4,"CAM","United States of America California Cambria","19816","United States of America California Camarillo"
4,"CAM","United States of America California Cambria","20283","United States of America California Campbell"
4,"CAM","United States of America California Cambria","20414","United States of America California Madera"
4,"CAM","United States of America California Cambria","25735","United States of America California Ramona"
4,"CAM","United States of America California Cambria","26060","United States of America California Brea"
0,"CAM","United States of America California Cambria","26449","United States of America California Cambria"
4,"CAW","Brazil  Campos","3426","Brazil  Buzios"
4,"CAW","Brazil  Campos","4873","Brazil  Balsas"
4,"CAW","Brazil  Campos","4995","Brazil  Buzios"
4,"CAW","Brazil  Campos","5071","Brazil  Carajas"
4,"CAW","Brazil  Campos","5470","Brazil  Obidos"
4,"CAW","Brazil  Campos","61769","Brazil  Lages"
4,"CBJ","Canada British Columbia Jesmond","9186","Canada British Columbia Vernon"
4,"CBJ","Canada British Columbia Jesmond","45066","Canada British Columbia Creston"
3,"CBJ","Canada British Columbia Jesmond","45093","Canada British Columbia Egmont"
4,"CBJ","Canada British Columbia Jesmond","45285","Canada British Columbia Nelson"
4,"CBJ","Canada British Columbia Jesmond","66387","Canada British Columbia Richmond"
0,"CCD","United States of America Utah Cedar City","5031","United States of America Utah Cedar City"
1,"CDA","United States of America Idaho Coeur D Alene","28747","United States of America Idaho Coeur d'Alene"
4,"CEZ","United States of America Colorado Cortez","19793","United States of America Colorado Golden"
4,"CEZ","United States of America Colorado Cortez","20492","United States of America Colorado Parker"
0,"CEZ","United States of America Colorado Cortez","29148","United States of America Colorado Cortez"
0,"CGB","United States of America Florida Coral Gables","61049","United States of America Florida Coral Gables"
0,"CHA","United States of America Tennessee Chattanooga","3356","United States of America Tennessee Chattanooga"
0,"CHD","United States of America Arizona Chandler","19895","United States of America Arizona Chandler"
0,"CHI","United States of America Illinois Chicago","549","United States of America Illinois Chicago"
0,"CHM","United States of America Massachusetts Chatham","20084","United States of America Massachusetts Chatham"
0,"CHS","United States of America South Carolina Charleston","4188","United States of America South Carolina Charleston"
4,"CHV","United States of America  Charleston","1459","United States of America  Charlotte"
3,"CHV","United States of America  Charleston","20081","United States of America  Charles"
4,"CHV","United States of America  Charleston","20180","United States of America  Haralson"
4,"CHV","United States of America  Charleston","20292","United States of America  Colleton"
4,"CHV","United States of America  Charleston","22225","United States of America  Thurston"
4,"CID","United States of America Iowa Cedar Rapids","3306","United States of America  Cedar Rapids"
4,"CID","United States of America Iowa Cedar Rapids","26238","United States of America Iowa Cedar Falls"
0,"CID","United States of America Iowa Cedar Rapids","28754","United States of America Iowa Cedar Rapids"
0,"CLD","United States of America California Carlsbad","26334","United States of America California Carlsbad"
0,"CLE","United States of America Ohio Cleveland","1185","United States of America Ohio Cleveland"
0,"CLL","United States of America Georgia College Park","26849","United States of America Georgia College Park"
0,"CLM","United States of America Washington Port Angeles","5075","United States of America Washington Port Angeles"
3,"CLO","Colombia  Cali","1812","Colombia  Nare"
4,"CLO","Colombia  Cali","4361","Colombia  Apiay"
4,"CLO","Colombia  Cali","5526","Colombia  Otu"
3,"CLO","Colombia  Cali","6080","Colombia  Tolu"
4,"CLO","Colombia  Cali","6615","Colombia  Arica"
3,"CLO","Colombia  Cali","6655","Colombia  Amalfi"
4,"CLO","Colombia  Cali","36626","Colombia  Paipa"
4,"CLO","Colombia  Cali","59379","Colombia  Cedro"
4,"CLO","Colombia  Cali","59408","Colombia  Mutis"
4,"CLO","Colombia  Cali","59410","Colombia  Nuqui"
3,"CLO","Colombia  Cali","62915","Colombia  TAME"
4,"CLO","Colombia  Cali","62917","Colombia  NUQUI"
3,"CLO","Colombia  Cali","62918","Colombia  OCANA"
4,"CLO","Colombia  Cali","62921","Colombia  MITU"
3,"CLO","Colombia  Cali","62926","Colombia  GUAPI"
4,"CLO","Colombia  Cali","75041","Colombia  Toca"
0,"CLP","United States of America Maryland College Park","26660","United States of America Maryland College Park"
0,"CLR","United States of America Florida Clearwater","1871","United States of America Florida Clearwater"
4,"CLS","United States of America California Santa Clara","1191","United States of America California Santa Barbara"
3,"CLS","United States of America California Santa Clara","1396","United States of America California Santa Ana"
3,"CLS","United States of America California Santa Clara","5909","United States of America California Santa Maria"
0,"CLS","United States of America California Santa Clara","19902","United States of America California Santa Clara"
4,"CLT","United States of America North Carolina Charlotte","20524","United States of America North Carolina Cherokee"
0,"CLT","United States of America North Carolina Charlotte","26852","United States of America North Carolina Charlotte"
0,"CMD","United States of America California Corte Madera","26207","United States of America California Corte Madera"
4,"CMH","United States of America Ohio Columbus","1241","United States of America  Columbus"
4,"CMH","United States of America Ohio Columbus","3780","United States of America  Columbus"
4,"CMH","United States of America Ohio Columbus","5117","United States of America  Columbus"
4,"CMH","United States of America Ohio Columbus","6161","United States of America  Columbus"
0,"CMH","United States of America Ohio Columbus","26851","United States of America Ohio Columbus"
0,"CNJ","Canada Ontario Fort Erie","35575","Canada Ontario Fort Erie"
0,"CNO","United States of America California Chino Hills","27022","United States of America California Chino Hills"
4,"CNT","United States of America Maryland Clinton","25918","United States of America Maryland Easton"
4,"CNT","United States of America Maryland Clinton","26088","United States of America Maryland Calverton"
3,"CNT","United States of America Maryland Clinton","26543","United States of America Maryland Elkton"
0,"CNT","United States of America Maryland Clinton","29212","United States of America Maryland Clinton"
0,"COC","United States of America Florida Cocoa Beach","9494","United States of America Florida Cocoa Beach"
0,"COD","United States of America Wyoming Cody","5097","United States of America Wyoming Cody"
3,"COR","Argentina  Cordoba","6746","Argentina  Formosa"
4,"COR","Argentina  Cordoba","47464","Argentina  Colon"
0,"COS","United States of America Colorado Colorado Springs","25870","United States of America Colorado Colorado Springs"
0,"CPR","United States of America Wyoming Casper","5106","United States of America Wyoming Casper"
0,"CRF","United States of America Arizona Carefree","25944","United States of America Arizona Carefree"
0,"CRP","United States of America Texas Corpus Christi","5114","United States of America Texas Corpus Christi"
0,"CRS","United States of America California Crescent City","5034","United States of America California Crescent City"
0,"CSN","United States of America Nevada Carson City","20274","United States of America Nevada Carson City"
1,"CST","United States of America New Hampshire New Castle","44167","United States of America New Hampshire NewCastle"
0,"CTC","Argentina  Catamarca","5121","Argentina  Catamarca"
0,"CTF","United States of America Missouri Chesterfield","25407","United States of America Missouri Chesterfield"
4,"CUI","Brazil  Cuiaba","5071","Brazil  Carajas"
4,"CUI","Brazil  Cuiaba","5082","Brazil  Corumba"
4,"CUI","Brazil  Cuiaba","6190","Brazil  Una"
3,"CUI","Brazil  Cuiaba","7077","Brazil  Juina"
3,"CUI","Brazil  Cuiaba","7111","Brazil  Juara"
4,"CUI","Brazil  Cuiaba","62204","Brazil  Ipioca"
4,"CUI","Brazil  Cuiaba","78488","Brazil  COARI"
